initial_x,initial_y,final_x,final_y,initial_angle1,initial_angle2,initial_angle3,final_angle1,final_angle2,final_angle3,torque1,torque2,torque3
-0.274274933875707,-0.40282964411702205,0.15005385449502517,-0.01128329941543571,-1.9672761715342684,-1.7977724376720148,3.141592653589793,-0.07501997097509086,-3.141592653589793,3.141592653589793,-3.5783719081713548,1.395737255435412,-0.8591270536278394
-0.04743559978650436,-0.696796268349631,0.5427591990256782,0.9565700572896263,-0.7112831152506915,-2.248862096793178,1.2799036547484333,0.5693662943251663,0.7560492013218251,0.1637920638258007,-2.5616901960187057,0.1901042328511957,-1.5631458330315264
1.0524775833149358,-0.043124127433948,1.109232793197114,-0.46092579255710797,-0.6342916504822993,0.9302508673306098,0.1765056207329264,-0.396466454643254,-0.06298726685221703,0.15780628831435256,-2.7878251954012625,0.6199708613608771,0.6679709271058764
-0.5081131964300339,0.23468036154383576,-0.7806456481831476,0.5822893845402881,1.347135651598018,2.4410798028016263,-0.6069867641833553,1.8240051784434699,1.451105217968705,-0.6628592659562166,5.021261242067338,-2.0107349962874816,-0.06333768282591878
-0.02997563551133431,0.01683485252641237,-0.14218661404759025,0.37899507839403945,3.141592653589793,3.141592653589793,0.23597314195637442,0.31479199214701914,2.1757607104619385,0.7118313761292275,-1.4134003307213863,-0.23179966635068586,0.38684815132140354
1.0393219129625162,0.6324338770758915,-0.31052705249685497,-0.508743857965314,0.43679521320169445,0.2262852568340317,-0.09001780508241156,-2.0676818810685544,-0.30952749034765825,3.141592653589793,0.8227615994759092,1.6829611934488655,1.0887039757042338
0.6317519818233273,0.2875346692665661,-0.8986240819982303,-1.1199894810504736,-0.7686745630610756,2.0729200010492494,-0.3237514618375539,-2.246989947693958,3.117531648536201e-05,-2.953923940478437e-07,-4.149030710048343,2.3415750731083995,1.251619228379923
-0.6091646922400259,-0.8900151911903875,-0.7844147634325782,0.913444666330044,-2.1136771590560013,-0.6102350930252736,1.2022756718277905,2.2803489652631943,1.541031834638169e-05,-4.7899927428316236e-05,-2.002765582882456,-1.047342396514681,-1.5779314067049874
-0.1938024814385768,1.0133396139397395,0.49914323826398466,1.1374901781628666,1.3363473445130358,1.199894191929483,-1.0286707593091888,1.1572603490796758,5.4743748074274876e-05,-1.3540769828663933e-05,4.681267936820201,1.3867551421478774,1.561138990649338
-0.1821443241778935,1.1693766720673053,-0.5710297471005852,-1.0626284451625951,1.535664376684453,0.37510539049829505,-0.11704810353066294,-2.0746883876221505,-0.32530394521767336,0.8222643262393419,3.0967969214399615,2.606454806097559,1.519625673740612
